鋻	giám
綦	kì, kỳ
綧	chuẩn
綩	uyển
綪	thiến, tranh
綫	tuyến
綬	thụ
維	duy
綮	khính, khể
綯	đào
綰	oản
綱	cương
網	võng
綳	banh, băng
綴	chuyết, chuế, xuyết
綵	thái, thải, thể
綷	túy, tối
綸	luân, quan
綹	lữu
綺	khỉ, ỷ
綻	trán
綼	bích
綽	xước
綾	lăng
綿	miên
緁	tiệp
緂	điềm
緄	cổn, hỗn
緅	tưu
緆	tích
緇	chuy, tri, truy
緉	lưỡng
緊	khẩn
緋	phi
緌	nhuy, tuy
緍	mân
緎	vực
総	tổng
緐	phiền, phồn
緑	lục
緒	tự
緺	oa
缥	phiêu, phiếu
缦	man, mạn
缧	luy
缨	anh
缩	súc
缪	cù, mâu, mậu, mục
缫	sào, tao, tảo
緖	tự
緗	tương
緘	giam
緙	khách
線	tuyến
緜	miên
緝	tập
緞	đoạn
締	đế, đề
緡	mân, mẫn
緣	duyên, duyến
緤	tiết
緥	bảo
緦	ti, ty, tư
緧	thu
編	biên
緩	hoãn
緪	cánh, căng, cắng
緫	thông, tổng
緬	diến, miến, miễn
緯	vĩ, vị
緰	đầu
緱	câu
緲	diểu, miểu
緳	khiết
練	luyện
緵	tông
緶	biền
緷	hồn, vận
緸	nhân
緹	đề
緼	ôn
緾	triền
縋	trúy, trùy
縌	nghịch
缬	hiệt
缭	liễu
缮	thiện
缯	tăng
緻	trí
縈	oanh
縉	tấn
縊	ải
縍	bàng
縏	bàn
縐	sứu, trứu
縑	kiêm
縓	thuyến
縕	uân, uẩn, ôn
縗	thôi
縚	thao
縛	phược, phọc
縜	vận
縝	chẩn
縞	cảo
縟	nhục
縠	hộc
縡	tể
縢	đằng
縣	huyền, huyện
縦	túng
縧	thao
縪	tất
縫	phùng, phúng
縭	li, ly, sái, sỉ
缰	cương
缱	khiển
缲	sào, tao, tảo
缳	hoàn, hoán
缴	chước, kiểu
縩	sái
縮	súc
縯	diễn
縰	ly, sái, sỉ
縱	tung, tông, túng, tổng
縲	luy
縳	truyện
縴	khiên, khiến
縵	man, mạn
縶	trập
縷	lâu, lũ
縹	phiêu, phiếu
縻	mi, my
總	tông, tổng
績	tích
縿	sam, tiêu
繀	tối
繁	bà, bàn, phiền, phồn
繂	luật
繃	banh, băng, bắng
繄	ê, ế
繅	sào, tao, tảo
繆	cù, mâu, mậu, mục
繇	chựu, dao, diêu, do, lựu
繈	cưỡng
繊	tiêm
繤	toản
顈	quýnh
繐	huệ, tuệ
繒	tăng
織	chí, chức, xí
繕	thiện
繖	tản
繘	quất
繙	phiên
繚	liễu
繛	xước
繜	tôn
繝	nhàn
繞	nhiễu
繠	nhụy
繢	hối, hội
繣	hoạch
繧	văn
繨	đáp
繭	kiển
繸	toại
颣	lỗi
繡	tú
繩	mẫn, thằng
繪	hội
繫	hệ
繮	cương
繯	hoàn, hoán, hoạn
繰	sào, tao, tảo
繲	giải
繳	chước, kiểu
繵	triền
繶	ức
繷	nũng
繹	dịch
繾	khiển
缵	toản
繻	nhu
繼	kế
繽	tân
繿	lãm
纀	bộc
纁	huân
纂	toản
纊	khoáng
辮	biện
纆	mặc
纇	lỗi
纈	hiệt
纋	ưu
續	tục
纍	luy, lụy, lũy
纎	tiêm
纏	triền
纑	lô, lư
纒	triền
纓	anh
纔	tài
纕	nhương, tương
纖	tiêm
纗	huề
纛	đạo, độc
纘	toản
纙	la
纚	li, ly, lý, suỷ, sái, sỉ
纜	lãm
纝	luy
缶	phũ, phẫu, phữu
缷	tá
缸	ang, cang, cương, hang
缹	phữu
缺	khuyết
缽	bát
缾	bình
缿	hạng
罂	anh
罃	oanh
罄	khánh
罅	há
罇	tôn
罈	đàm, đàn
罋	ung, Úng, úng
罌	anh
罍	lôi
罎	đàm
罏	lô, lư
罐	quán
罒	võng
网	võng
罕	hãn
罔	võng
罗	la
罘	phù, phầu
罚	phạt
罛	cô
罝	ta, tư
罟	cổ
罠	mân
罡	cang, cương
罢	bãi, bì
啰	la
罣	khuể, quái
罥	quyến
罦	phù
罧	sâm
罨	yểm, ấp
罩	tráo, trạo
罪	tội
罫	quái, quải
罭	vực
置	trí
署	thử, thự
罰	phạt
罱	lãm
罳	ti, ty
罴	bi
罵	mạ
罶	lữu
罷	bãi, bì
罸	phạt
罹	duy, li, ly
罺	trào
罻	úy
罽	kế
罾	tăng
罿	đồng
羁	ki, ky
羀	duy, lữu
羂	quyên, quyến, quyển
羃	mạc, mịch
羅	la
羆	bi
羇	ki, ky
羈	cơ, ki, ky
羊	dương, tường
羌	khương
芈	mị, nhị
羋	mễ, mị, nhị
羍	thát
美	mĩ, mỹ
羑	dũ, dữu
羗	khương
羐	dũ, dữu
羒	phân, phần
羓	ba
羔	cao
羖	cổ
羙	mỹ
羞	tu
羕	dạng
羚	linh
羛	nghĩa
羜	trữ
羝	đê
羟	khan
羠	di
羡	di, tiện
羢	nhung
羣	quần
群	quần
羥	khan
羦	hoàn
羨	diên, tiễn, tiện
義	nghĩa
羬	hàm
羭	du
羮	canh
羯	kiết, yết
羰	thang
羱	nguyên
羲	hi, hy
羳	phiền
羴	chiên, thiên
羵	phần
羶	chiên, thiên
羸	luy, nuy
羹	canh, lang
羼	sạn
䍽	lịch
羽	vũ
羾	hồng
羿	nghệ
翀	trưng, xung
翁	ông
翂	phân
翃	hoành, hoằng, hồng
翄	sí
翅	sí
翆	thúy
翊	dực, lạp
翌	dực
翍	phi
翎	linh
翏	liêu, liệu
翑	cù
習	tập
翓	hiệt
翔	tường
翕	hấp
翘	kiều
翙	hối, kiều
翚	huy
翛	dựu, tiêu
翜	sáp
翟	trạch, địch
翠	thúy
翡	phí, phỉ
翣	sáp
翤	sí
翥	chứ, trứ
翦	tiễn
翨	sí
翩	phiên
翫	ngoạn
翬	huy
翭	hầu
翮	cách
翯	hạc
翰	hàn
翱	cao, ngao
翲	phiêu
翳	ế
翶	cao, ngao
翼	dực
翷	lân
翹	kiều
翺	cao, ngao
翻	phiên
𦒟	phách
翽	hối
翾	huyên
𦒜	yên
𦒝	hảm
翿	đào, đạo
耀	diệu
𦒨	lạo
𦒦	lạp
𦒧	hoạch
老	lão
考	khảo
者	giả
耇	cẩu, củ
耄	mạo
耆	chỉ, kì, kỳ, thị
耊	điệt
耈	cẩu, củ
耋	điệt
而	nhi, năng
耍	sọa, sá, sái, xọa
耎	nhuyễn
耏	nhi, nại
耐	năng, nại
耑	chuyên, đoan
耒	lỗi
耔	tì, tỉ, tỳ, tỷ
耕	canh
耖	sao, sáo
耗	hao, háo, mao, mạo
耘	vân
耙	ba, bà, bá
耚	phi
耜	cử, tỉ, tỷ
耝	thư
耞	gia
耠	hoát
耡	sừ, sự, trợ
耢	lạo
耤	tá, tịch
耥	thảng
耦	ngẫu
耧	lâu
耨	nậu
耩	giảng
耪	bảng
䎬	bá
耬	lâu
耮	lạo
耰	ưu
䎱	bá
耲	hoài
耳	nhĩ
耴	ngất, nhiếp
耵	đinh
耶	da, gia, tà
耷	đáp, đạp
耸	tủng
耻	sỉ
耼	tham, đam
耽	đam
耾	hoành
耿	cảnh, huỳnh, quýnh
聀	chức
聂	nhiếp, niếp
聃	tham, đam
聅	xỉ, đàn
聆	linh
聇	sỉ
聊	liêu
聋	lung
职	chức
聍	ninh
𦕒	điêm
聏	nhi, nục
聑	điệp
聒	quát
聓	tế
联	liên
聖	thánh
聘	sính
聚	tụ
聞	văn, vấn, vặn
聟	tế
聡	thông
聤	đình
聦	thông
聧	khuê
聩	hội
聪	thông
聫	liên
聮	liên
聱	ngao
聯	liên, liễn
聰	thông
聲	thanh
聳	tủng
聴	thính
聵	hội
聶	chiệp, nhiếp, niếp, triệp
職	chức, dặc, xí
聼	thính
聹	ninh
聻	nễ, tiệm, tích
聽	thinh, thính
聾	lung
聿	duật
肃	túc
肂	tứ
粛	túc
肄	dị, tứ
肅	túc
肆	dị, thích, tứ
肇	triệu
肈	triệu
肊	ức
肉	nhụ, nhục, nậu
肋	lặc
肌	cơ
肎	khẳng
肐	cách
肓	hoang
肕	nhận
肖	tiêu, tiếu
肘	chửu, trửu
肚	đỗ
肛	cương, giang, khang, soang, xoang
肜	can, dung
肝	can
肠	tràng, trường
朊	nguyễn, oản
股	cổ
肢	chi
肤	phu
肥	phì
肧	phôi
肨	bang, bàn, bàng
肩	khiên, kiên
肪	phương
肫	chuân, thuần, truân, đồn
肬	vưu
肭	nạp, nột
肮	hàng, khảng
肯	khải, khẳng
肰	nhiên
肱	quăng
育	dục
肴	hào
肸	bị, hất, hật
肹	hật
肺	bái, phế
肻	khẳng
肼	tỉnh
肽	thái
肾	thận
肿	thũng, trũng
胀	trướng
胁	hiếp
胏	chỉ
䏝	thuyền, thuần
胂	thân
胃	trụ, vị
胄	trụ
胅	điệt
胆	đàn, đảm
胇	bái, phế
胈	bạt
胉	bác
胊	cù
背	bắc, bối, bội
胍	cô
胎	thai
胐	đốt
胑	chi
胕	phu
胖	bàn, phán
胗	chân, chẩn, truân
胘	huyền
胙	tạc, tộ
胚	phôi
胛	giáp
胜	thăng, thắng, tinh
胝	chi, tri, đê
胞	bào
胠	khư
胡	hồ
胤	dận
胥	tư
胦	ương
胧	long, lung, lông
胨	đống
胪	lô, lư
胫	hĩnh
脉	mạch
胭	yên
胮	bàng, phang
胯	khóa, khố
胰	di
胱	quang
胲	cai, cải, hợi
胳	ca, các, cách
胴	đỗng
胵	si
胶	giao
胸	hung
胹	nhi
胺	át
胻	hành
胼	biền
能	nai, năng, nại
脀	chức
脁	thiếu, thiểu
脂	chi, chỉ
脃	thúy
脅	hiếp
脆	thúy
脇	hiếp
脈	mạch
脊	tích
脋	hiếp
脍	khoái, quái
脏	táng, tạng, tảng
脐	tề
脑	não
脒	mễ
脓	nung, nùng
脠	thiên
脡	đĩnh
脩	tu
胬	nỗ
脕	vạn
脖	bột
脗	vẫn
脘	oản, quản
脚	cước
脛	hĩnh
脝	hanh
脞	thoa, thỏa, tỏa
脟	liệt, luyến
脢	môi
脣	thần
脤	thần, thận
脧	thôi, tuyên
脫	thoát, đoái
脬	phao
脭	trình
脮	hoái
脯	bô, phủ
脰	đậu
脱	thoát, đoái
脲	niệu
脶	loa
脸	kiểm, liễm, thiểm
胔	tí, tích, tý, tỳ
胾	chí, truy
脔	luyến
脹	trướng
脺	tụy
脽	thùy
脾	bài, bễ, tì, tỳ
脿	biểu
腁	biền
腄	chủy
腆	thiển, điến
腇	nỗi
腊	lạp, tích, tịch
腋	dịch
腌	khảng, yêm
腍	nhẫm
腎	thận
腏	chuyết
腑	phủ
腒	cừ
腓	phì
腔	khang, khoang, soang, xoang
腕	oản, uyển
腖	đống
腚	đĩnh
腡	loa
腱	kiên, kiện
腴	du
䐇	thần
幐	đằng
腛	ác
腜	môi
腝	nê, nạo
腞	triện
腠	thấu
腢	ngẫu
腤	am
腥	tinh
腦	não
腧	thú
腩	nạm
腫	thũng, trũng
腭	ngạc
腮	tai
腯	đột
腰	yêu
腲	uỷ, ổi
腳	cước
腷	phức
腸	tràng, trường
腹	phúc
腺	tuyến
腻	nhị, nị
腼	diến, điến, điển
腽	ốt, Ột, ột
腾	đằng
腿	thoái, thối
膄	sấu
膇	truy
腐	hủ, phụ
膀	bàng, báng, bảng
膂	lữ
膃	Ột, ột
膆	tố
膈	cách
膉	ích
膊	bác, bạc
膋	doanh, liêu
膌	tích
膍	bì, tì, tỳ
膎	hài
膏	cao, cáo
膑	bận, tẫn
膜	mô, mạc
膓	tràng, trường
膕	quắc
膗	sùy
膘	phiêu, phiếu
膚	phu
膛	thang
膝	tất
膞	thuyền, thuần
膟	suất
膠	giao
膣	trất
膵	tụy
膷	hương
膐	lữ
膙	cưỡng
膦	lân, lận
膧	đồng
膨	bành
膩	nhị, nị
膪	súy
膬	sế
膮	hiêu
膰	phiền, phần
膱	chức
膳	thiện
膴	hô, vũ
臇	tuyến
臈	lạp
膺	ưng
膻	chiên, thiên, đán, đãn
膽	đảm
膾	khoái, quái
膿	nung, nùng
臀	đồn
臁	liêm
臂	tí, tý
臃	ung, Ủng, ủng
臄	cược
臅	xúc
臆	ức
臉	kiểm, liễm, liệm, thiểm
臊	tao, táo
臌	cổ
臍	tề
臎	thúy
臏	bận, tẫn
臐	huân
臑	nao, nhi, nhu, noãn, nê, nạo, nộn
臓	tạng
臗	khoan
臋	đồn
臕	phiêu, phiếu, tiêu
臘	lạp
臙	yên
臚	lô, lư, phu
臛	hoắc
臜	châm, trâm
臝	lõa, lỏa
臟	tạng
臞	cù
臢	châm, trâm
臠	luyến
臡	nê
臣	thần
卧	ngọa
臤	khiên
臥	ngọa
臧	tang, tàng, tàng tạng, táng
臨	lâm, lấm, lậm
自	tự
臬	nghiệt, niết
臭	khứu, xú
臮	ký
臯	cao
臲	niết
至	chí
致	trí
臷	thiết
臺	thai, đài
臻	trân, trăn
臼	cữu
臽	hãm
臾	du, dũng
臿	sáp, tháp, tráp, áp
舁	dư
舀	du, yểu
舂	thung
舃	tích
舄	tích
舅	cữu
與	dư, dữ, dự
舆	dư
興	hưng, hứng
舉	cử
舊	cựu
舋	hấn
舌	thiệt
舍	xá, xả
舎	xá
敌	địch
舐	thỉ, thị, để
舒	thư
辞	từ
舓	chỉ, thỉ, thị, để
舔	thiểm
舕	đạm
舖	phô, phố
舘	quán
舚	thiêm
舛	suyễn, xuyễn
舜	thuấn
舝	hạt
舞	vũ
舟	chu, châu
舠	đao
舡	hang
舢	san
舣	nghĩ
舤	hàng
舨	bản
舩	thuyền
航	hàng
舫	phang, phảng
般	ban, bàn, bát
舭	tỳ
舰	hạm
舱	thương
舲	linh
舳	trục
舴	trách
舵	đà
舶	bạc, bạch
舷	huyền
舸	khả
船	thuyền
舻	lô
舼	cung
艇	đĩnh
艁	tạo
艄	sao
艅	dư
艆	lang
艉	vĩ
艋	mãnh
艎	hoàng
艏	thủ
艐	tông
艑	biển, biện
艒	mạo, mục
艓	điệp
艖	xoa
艘	sưu, tao
艗	dật, ích
艙	thương
艚	tào
艛	lâu
艞	diệu, thiếu
艟	đồng
艢	tường
艣	lỗ
艤	nghĩ
艧	hộ
艨	mông
艦	hạm
艩	tề
艪	lỗ
艫	lô
艭	sang
艮	cấn
良	lương
艰	gian
艱	gian
色	sắc
艳	diễm
艴	phất, phật
艵	phanh
艶	diễm
艷	diễm
艹	thảo
艺	nghệ
㞢	chi
艽	bông, cưu, cừu, giao
艾	nghệ, ngải
艿	nhứng, nãi
芀	điêu
节	tiết, tiệt
艸	thảo
芃	bồng, ngải
芄	hoàn
芊	thiên
芋	dụ, hu, vu
芍	thược
芎	khung
芏	đỗ
芐	hạ
芑	khỉ
芒	mang
芗	hương
芝	chi
芨	cập
芈	mị, nhị
芘	ti, tý, tỉ, tỷ
芙	phù
芚	truân, xuân, đồn
芜	vu
芞	khất
芟	sam
芠	văn
芡	khiếm
芣	phù
芤	khưu
芥	giới
芦	lô, lư
芧	trữ, tự
芩	cầm
芪	kì, kỳ
芫	diêm, nguyên
芬	phân, phần
芭	ba
芮	nhuế
芯	tâm
芰	kị, kỵ
花	hoa
芲	hoa
芳	phương
芴	hốt, vật
芵	quyết
芷	chỉ
芸	vân
芹	cần
芺	ảo
芼	mao, mạo
芽	nha
芾	phí, phất
芿	nhứng
苁	thung
苅	ngải
苇	vi, vy, vĩ
苈	lịch
苋	hiện
苌	trường
苍	thương, thưởng
苎	trữ
苏	tô
苡	dĩ
苣	cự
苐	đệ
苑	uyển, uân, uất, uẩn
苒	nhiễm
苓	linh
苔	đài
苕	thiều, điều
苖	miêu, địch
苗	miêu
苘	khoảnh, quýnh
苙	lập
苛	ha, hà, kha
苜	mục
苞	bao
苟	cẩu
苢	dĩ
苤	phiết
若	nhã, nhược
苦	cổ, khổ
苧	ninh, trữ
苨	nễ
苫	thiêm, thiệm
苬	tù
苯	bản, bổn
英	anh
苲	trả
苴	bao, thư, thỏ, tra, trư, trạ, tô, tư
苶	niết
苷	đại
苹	biền, bình, phanh, tần
苺	môi
苻	phù
苽	cô
苾	bật, tất
苿	mạt
茀	bột, phất
茁	truất
茂	mậu
范	phạm
茄	cà, gia, già
茅	mao
茆	lữu, mao, mão
茇	bái, bát, bạt
茉	mạt
茌	trì
茎	hành
茏	long, lung
茑	điểu
茓	huyệt
茔	doanh, oanh
茕	quỳnh
兹	ty, tư, từ
芔	hủy
茈	sài, tì, tử
茍	cẩu, cức
茗	minh, mính
茘	lệ
茛	cấn
茜	thiến, trệ, tây, tê
茞	chỉ, thần
茢	liệt
茥	khuê
茦	sách
茧	kiển
茨	tì, từ, tỳ
茫	mang
茬	tra
茭	giao, hảo, kích
茯	phục
茰	du
茱	thù
茲	tư, từ
茳	giang
茴	hồi
茵	nhân
茶	trà
茷	bái, phệ
茸	nhung, nhĩ, nhũng
茹	như, nhự
茺	sung
茼	đồng
荀	tuân
荂	hoa
荃	thuyên
荄	cai
荅	tháp, đáp
荆	kinh
荇	hạnh
荈	suyễn, xuyễn
草	thảo, tạo
荊	kinh
荍	kiều
荏	nhẫm
荐	tiến, trãi, tấn
荑	di, đề
荒	hoang
荔	lệ
荘	trang
荙	đạt
荚	giáp
荛	nghiêu, nhiêu
荜	tất
荞	kiều
荟	hội, oái
荠	tề, tể
荡	đãng, đảng
荣	vinh
荤	huân
荥	huỳnh
荦	lạc
荧	huỳnh
荨	kiền, tầm, đàm
荩	tẫn
荪	tôn
荫	âm, ấm
荭	hồng
药	dược, điếu, ước
莒	cử
莚	diên
莛	đình
芻	sô
茝	chỉ, sải
荳	đậu
荷	hà, hạ
荸	bột
荺	vẫn
荻	địch
荼	gia, đồ
荽	tuy
莂	biệt
莃	hy
莅	lị
莆	bồ, phủ
莉	lê, lị
莊	trang
莋	tạc
莎	sa, ta, toa
莏	sa, ta
莐	trầm
莑	bồng
莓	môi
莔	hồi, manh
莖	hành
莗	xa
莘	sân, sằn, tân
莙	quân, quẫn
莝	tỏa
莞	hoàn, hoán, hoản, quản
莠	dửu, dữu, tú
莢	giáp
莤	du, súc
莧	hiện
莨	lang, lương
莩	biểu, biễu, phu
莪	nga
莫	bá, mạc, mạch, mịch, mộ
莯	mộc
莱	lai
莲	liên
莳	thi, thì
莴	oa
莶	hiêm, thiêm
获	hoạch, địch
莸	do, du
莹	oánh
莺	oanh
莼	thuần
莽	mãng
華	hoa, hóa
䓖	cùng
莾	mãng
莿	thích
菀	uyển, uất, uẩn
菁	thiến, tinh
菂	đích
菅	gian
菆	thoàn, toàn, trâu, tưu
菇	cô
菉	lục
菊	cúc
菋	vị
菌	khuẩn
菎	côn
菏	hà
菑	chuy, tai, tri, truy, trí, trại, tư
菓	quả
菔	bặc
菖	xương
菘	tùng
菙	chủy
菜	thái
菟	thỏ, thố, đồ
菠	ba
菡	hàm, hạm
菢	bão
菣	khẩn
菤	quyển
菩	bồ, bội, phụ
菪	đãng
菫	cần, cận
菭	đài
菰	cô
菱	lăng
菲	phi, phỉ
菴	am, ám
菵	võng
菶	bổng
菷	chửu, trửu
菸	yên, ư
菹	thư, trư
菺	kiên
菼	thảm
菽	thúc, thục
菾	điềm
菿	đáo
萁	ki, ky, kỳ
萃	thúy, túy, tụy
萄	đào
萅	xuân
萆	bế, bề, tì, tích, tý, tế, tỳ
萇	trành, trường
萉	phì, phí, phỉ
萊	lai
萋	thê
萌	manh
萍	bình
萎	nuy, uy, ủy
萏	đạm
萐	tiệp
萑	chuy, hoàn
萘	nại
萚	thác
萜	thiếp
萝	la
萤	huỳnh
营	dinh, doanh
萦	oanh
萧	tiêu
萨	tát
萵	oa
萸	du
著	trước, trứ, trữ
茻	mãng, võng
萩	thu
萬	vạn
萭	câu, vũ
萱	huyên
萲	huyên
萴	trắc
萷	tiêu
萹	biển, phiên
萼	ngạc
落	lạc
葄	tộ
葅	thư
葆	bảo
葇	nhu
葉	diếp, diệp
葊	am
葋	cù
葌	gian
葐	phần
葑	phong, phúng
葒	hồng
葓	hồng
葖	đột
葘	tai, tri, truy
葙	tương
葚	nhẫm, thấm, thầm, thậm
葛	cát
葝	kinh, kính
葟	hoàng
葠	sâm
葡	bồ
葢	cái, hạp
董	đổng
葥	tiền
葦	vy, vĩ
葩	ba
葫	hồ
葬	táng
葭	gia, hà
葯	dược, ước
葰	tuấn
葱	song, thông
葳	uy
葴	châm
葵	quỳ
葶	đình
葷	huân
葸	tỉ, tỷ
葹	thi
葺	tập
葼	tông
葽	yêu
蒀	uân
蒂	đế
蒇	siển, sản
蒉	khoái, quỹ
蒋	tương, tưởng
蒌	liễu, lâu
蒍	vị
蒎	phái
蒐	sưu
蒢	trừ
蓇	cốt
蓱	bình
蔇	ký
蒒	sư
蒓	thuần
蒔	thi, thì
蒕	uân
蒗	lãng, lạng
蒙	bàng, mông
蒜	toán
蒝	diêm
蒞	lị
蒟	củ
蒠	tức
蒡	bàng, bảng
蒤	đồ
蒦	hoạch
蒧	điểm
蒨	thiến
蒩	tô
蒪	thuần
蒭	sô
蒮	dục
蒯	khoái
蒱	bồ
蒲	bạc, bồ
蒴	sóc
蒵	hệ
蒶	phần
蒸	chưng
蒹	kiêm
蒺	tật
蒻	nhược
蒼	thương, thưởng
蒽	ân
蒿	hao
蓀	tôn
蓁	trân, trăn
蓂	minh
蓄	súc
蓆	tịch
蓉	dong, dung
蓊	ông, ống
蓋	cái, hạp
蓍	thi
蓏	lõa, lỏa
蓐	nhục
蓑	soa, tai, thoa, toa, tuy, xoa
蓓	bội
蓖	bế, bề, tỳ
蓘	cổn
蓝	lam
蓟	kế
蓠	li, ly
蓡	sâm
蓣	dự
蓥	oánh
蓦	mạch
蓧	thiểu, điếu, điều, điệu, địch
蓨	tu, điều, điệu
蓬	bồng
蓮	liên
蓽	tất
蔀	bộ
蔭	âm, ấm
蔯	trần
蔱	sát
蓯	thung
蓰	si, sỉ, tỷ
蓲	âu
蓳	cẩn
蓴	thuần
蓶	dụy
蓷	suy, thôi
蓺	nghệ
蓼	liễu, liệu, lục
蓿	túc
蔂	luy
蔆	lăng
蔈	phiêu
蔉	cổn
蔌	tốc
蔎	thiết
蔏	địch
蔑	miệt
蔓	man, mạn
蔔	bặc, bốc
蔕	đế
蔗	giá
蔘	sâm, tam
蔚	úy, uất
蔞	liễu, lâu
蔟	thấu, thốc
蔠	chung
蔡	sái, thái, tát
蔣	tương, tưởng
蔤	mật
蔥	thông
蔦	điểu
蔨	quyển
蔩	dần
蔪	sam, tiêm
蔫	yên
蔴	ma
蔷	sắc, tường
蔹	liêm, liễm
蔺	lận
蔻	khấu
蔼	ái
蔽	phất, tế
蕖	cừ
薌	hương
薖	khoa, oa, qua
蔬	sơ
蔾	lê
蔿	vĩ
蕁	kiền, tầm, đàm
蕃	phiên, phiền, phồn
蕄	manh
蕆	siển, sản, xiển
蕈	khuẩn, nấm, tẩm
蕉	tiêu
蕊	nhụy, nhị
蕋	nhị
蕍	du
蕎	kiều
蕑	gian
蕓	vân
蕕	do, du
蕘	nghiêu, nhiêu, nhiễu
蕙	huệ
蕚	ngạc
蕝	khiêu, toát, tuyệt
蕞	tối, tụi
蕠	như
蕡	phí, phần
蕢	khoái, quỹ
蕤	nhuy
蕨	quyết
蕩	đãng, đảng
蕪	vu
蕫	đổng
蕮	tích
蕰	uẩn, ôn
蕱	sao
蕲	cần, kì, kỳ
蕳	gian
蕴	uấn, uẩn, ôn
蕸	hà
蕺	trấp
薘	đạt
䔿	tỗn
蕭	tiêu
蕷	dự
蕹	ung, ủng
蕻	hống, hồng
蕾	lôi, lội
蕿	huyên
薀	uẩn, ôn
薂	hịch
薄	bác, bạc
薅	hao
薆	ái
薇	vi, vy
薈	hội, oái
薉	uế
薊	kế
薋	tư
薏	ý
薐	lăng
薑	khương
薓	sâm
薔	sắc, tường
薕	liêm
薗	viên
薙	thế, trĩ
薛	tiết
薜	bách, bệ, phách
薝	chiêm, đảm
薟	hiêm, thiêm
薢	giải
薤	giới
薦	tiến, trãi, tấn
薧	hao, hảo, khảo
薨	hoăng, hoằng
薩	tát
薪	tân
薬	dược
薮	tẩu
薯	thự
薳	vĩ, vị
薽	chân
藇	tự
薰	huân
薱	đối
薴	ninh, trữ
薶	mai
薷	nhu
薸	phiêu
薹	đài
薺	tề, tể
薻	tảo
薾	nhĩ
薿	nghĩ
藁	cảo
藂	tùng
藃	háo
藈	quỳ
藉	tá, tạ, tịch
藊	biển
藍	lam
藎	tẫn
藏	tàng, tạng
藐	miểu, miễu, mạc
藑	quỳnh
藓	tiển
藗	tốc
藕	ngẫu
藘	lư
藚	tục, độc
藛	tả
藜	lê
藝	nghệ
藟	lũy
藣	bi
藤	đằng
藥	dược
藦	ma
藨	biều, biễu
藩	phan, phiên
藪	tẩu
藫	đàm
藭	cùng
藳	cảo
藴	uấn, uẩn
藷	thự
藸	chư, trư
藶	lịch
藹	ái
藺	lận
藻	tảo
藼	huyên
藾	lại
藿	hoắc
蘀	thác
蘁	ngạc, ngộ
蘂	nhụy, nhị
蘄	cần, kì, kỳ
蘅	hoành, hành
蘆	lô, lư
蘇	tô, tố
蘉	mang
蘊	uấn, uẩn, ôn
蘋	bình, tần
蘐	huyên
蘑	ma
蘓	tô
蘢	long, lung
蘧	cù, cừ
蘌	ngự
蘖	bách, nghiệt
蘗	bách, nghiệt
蘘	nhương
蘚	tiển
蘝	liêm, liễm
蘞	liêm, liễm
蘤	hoa, vị
蘥	dược
蘦	linh
蘩	phiền
蘭	lan
蘴	phong
蘺	li, ly
蘸	tiếu, trám
蘼	mi, my
蘽	lũy
蘿	la
虀	tê
虇	quyền
虆	luy
虍	hô
虎	hổ
虏	lỗ
虐	ngược
虑	lư, lự
虒	ti, ty, tư
虓	hao, khiêu
虔	kiền
彪	bưu
處	xứ, xử
虖	hô
虗	hư
虘	ta
虙	mật, phục
虚	hư, khư
虛	hư, khư
虜	lỗ
虞	ngu
號	hiệu, hào, hạo
虡	cự
虢	quách, quắc
虣	bạo
虤	ngan
虦	sàn
虧	khuy
虩	hách, khích
虪	thúc
虫	huỷ, trùng
虬	cầu
虭	điêu
虮	kì, kỉ, kỷ
虯	cầu
虰	đinh
虱	sắt
虵	xà
虷	can, hàn
虹	hống, hồng
虺	huỷ, hôi
虻	manh
虼	khất
虽	tuy
虾	hà
虿	mại, sái
蚀	thực
蚁	nghĩ
蚂	mã
蚃	hưởng
蚤	tảo
蚄	phương
蚅	ách
蚆	ba
蚇	xích
蚈	khiên
蚉	văn
蚊	văn
蚋	nhuế
蚌	bạng
蚍	tì, tỳ
蚑	kì, kỳ
蚓	dẫn
蚕	tàm, tằm
蚖	ngoan, nguyên
蚗	quyết
蚘	hồi, vưu
蚚	kỳ
蚛	trọng
蚜	gia, nha
蚝	hào, thứ
蚞	mộc
蚟	vương
蚠	phân, phẫn
蚡	phân, phần, phẫn
蚢	hàng
蚣	công
蚦	nhiêm, thiệm
蚧	giới
蚨	phù
蚩	si, xi, xuy
蚪	đẩu
蚬	hiện
蚷	cự
蚯	khâu, khưu
蚰	do, du
蚱	trách
蚲	bình
蚳	chỉ, trì
蚴	u
蚵	hà
蚶	ham
蚹	phụ
蚺	nhiêm
蚻	trát
蚼	câu
蚿	huyền
蛀	chú
蛁	điêu
蛃	bính
蛄	cô
蛅	chiêm
蛆	thư
蛇	di, sá, xà
蛉	linh
蛊	cổ
蛋	đản
蛎	lệ
蛏	sanh
蛐	khúc
蛑	mâu
蛒	cách
蛔	hồi
蛕	hồi
蛘	dưỡng, dạng
蛙	oa
蛚	liệt
蛛	chu, thù
蛜	y
蛝	hàn
蛞	khoát, quát
蛟	giao
蛣	kiết
蛤	cáp
蛩	cung, cùng, củng
蛫	quỷ
蛬	cung
蛭	điệt
蛮	man
蛰	chập, trập
蛱	giáp, hiệp, kiệp
蛲	nhiêu
蛳	si, sư, tư
蛴	tề
